OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,LIGHT_CONDITION,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,RMA,DIVIDED,STAT_DIV_NAME,lat,lng,geolocation_area,geolocation,postcode,locality,region
3403620,T20130018817,12/09/2013,11.55.00,No,Struck Pedestrian,Thursday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,Day,Not at intersection,Serious injury accident,40 km/hr,146.00441,-36.01191,Non-Intersection,MOIRA,NORTH EASTERN REGION,3,1,0,1,0,2,0,1,1,1,0,0,0,1,0,0,No,0,1,0,1,0,0,TOWNS,Arterial Other,Divided,Country,-36.012,146.004,-36.0;146.0,-36.012;146.004,,,
3403621,T20130018818,12/09/2013,09.30.00,No,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Other injury accident,50 km/hr,144.29985,-36.74021,Intersection,BENDIGO,NORTHERN REGION,3,1,0,0,1,2,0,0,3,0,0,0,0,0,0,1,No,0,3,0,3,0,0,LARGE_PROVINCIAL_CITIES,Local Road,Undivided,Country,-36.740,144.300,-36.7;144.3,-36.740;144.300,,,
3403622,T20130018819,12/09/2013,11.55.00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,144.0341,-36.84769,Non-Intersection,LODDON,NORTHERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.848,144.034,-36.8;144.0,-36.848;144.034,,,
3403626,T20130018827,12/09/2013,13.35.00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,80 km/hr,143.79303000000002,-37.840090000000004,Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.840,143.793,-37.8;143.8,-37.840;143.793,,,
3403657,T20130020094,30/09/2013,10.00.00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),Day,T intersection,Serious injury accident,Not known,145.47404,-38.07369,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,No,1,2,0,2,0,0,SMALL_CITIES,Local Road,Undivided,Metro,-38.074,145.474,-38.1;145.5,-38.074;145.474,,,
3403663,T20130020108,30/09/2013,11.55.00,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),Day,Not at intersection,Other injury accident,50 km/hr,141.6035,-38.35087,Non-Intersection,GLENELG,SOUTH WESTERN REGION,3,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,No,1,2,0,2,0,0,TOWNS,Local Road,Undivided,Country,-38.351,141.603,-38.4;141.6,-38.351;141.603,,,
3403667,T20130020115,25/09/2013,17.00.00,No,collision with some other object,Wednesday,STRUCK OBJECT ON CARRIAGEWAY,Dusk/Dawn,Not at intersection,Other injury accident,Not known,146.07894,-38.031290000000006,Non-Intersection,BAW BAW,EASTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-38.031,146.079,-38.0;146.1,-38.031;146.079,,,
3403677,T20130018850,12/09/2013,21.25.00,Yes,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,144.74038000000002,-37.31524,Non-Intersection,MACEDON RANGES,NORTHERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.315,144.740,-37.3;144.7,-37.315;144.740,,,
3403698,T20130019681,24/09/2013,11.58.00,No,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Fatal accident,100 km/hr,146.00701,-36.80943,Non-Intersection,BENALLA,NORTH EASTERN REGION,2,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-36.809,146.007,-36.8;146.0,-36.809;146.007,,,
3403702,T20130019687,24/09/2013,14.00.00,No,Collision with vehicle,Tuesday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Other injury accident,60 km/hr,142.03009,-36.45687,Intersection,HINDMARSH,WESTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,No,0,2,0,2,0,0,TOWNS,Arterial Other,Undivided,Country,-36.457,142.030,-36.5;142.0,-36.457;142.030,,,
3403708,T20130020119,2/08/2013,18.45.00,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Dark Street lights on,Not at intersection,Other injury accident,100 km/hr,143.54523999999998,-35.81805,Non-Intersection,GANNAWARRA,NORTHERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-35.818,143.545,-35.8;143.5,-35.818;143.545,,,
3403711,T20130020127,30/09/2013,12.00.00,No,No collision and no object struck,Monday,OFF END OF ROAD/T-INTERSECTION.,Day,T intersection,Other injury accident,100 km/hr,144.11479,-35.658840000000005,Intersection,GANNAWARRA,NORTHERN REGION,3,2,0,0,2,1,0,2,1,0,0,0,0,0,1,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-35.659,144.115,-35.7;144.1,-35.659;144.115,,,
3403712,T20130020129,30/09/2013,14.15.00,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),Day,Not at intersection,Serious injury accident,80 km/hr,143.9552,-38.57622,Non-Intersection,SURF COAST,SOUTH WESTERN REGION,4,1,0,1,0,3,0,2,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-38.576,143.955,-38.6;144.0,-38.576;143.955,,,
3403717,T20130020138,20/09/2013,16.00.00,Yes,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,146.54023999999998,-38.295320000000004,Non-Intersection,LATROBE,EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,SMALL_TOWNS,Local Road,Undivided,Country,-38.295,146.540,-38.3;146.5,-38.295;146.540,,,
3403719,T20130020143,22/09/2013,15.00.00,No,Struck animal,Sunday,STRUCK ANIMAL,Day,Not at intersection,Other injury accident,80 km/hr,145.67018000000002,-37.75427,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Arterial Highway,Undivided,Metro,-37.754,145.670,-37.8;145.7,-37.754;145.670,,,
3403721,T20130018858,8/07/2013,13.27.00,No,Collision with vehicle,Monday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Other injury accident,80 km/hr,145.4752,-38.07092,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,No,0,2,0,2,0,0,SMALL_CITIES,Arterial Other,Divided,Metro,-38.071,145.475,-38.1;145.5,-38.071;145.475,,,
3403722,T20130018859,12/09/2013,15.45.00,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),Day,Not at intersection,Other injury accident,100 km/hr,145.14227,-36.82281,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,No,0,2,2,0,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.823,145.142,-36.8;145.1,-36.823;145.142,,,
3403724,T20130018862,13/09/2013,07.30.00,No,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,50 km/hr,143.56069,-35.337740000000004,Non-Intersection,SWAN HILL,NORTHERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,TOWNS,Arterial Highway,Undivided,Country,-35.338,143.561,-35.3;143.6,-35.338;143.561,,,
3403730,T20130018873,12/09/2013,10.30.00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,Not known,144.20916,-37.8702,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.870,144.209,-37.9;144.2,-37.870;144.209,,,
3403734,T20130019262,18/09/2013,23.44.00,Yes,Struck Pedestrian,Wednesday,PED WALKING WITH TRAFFIC,Dark Street lights on,Not at intersection,Serious injury accident,50 km/hr,144.95148999999998,-37.29381,Non-Intersection,MITCHELL,NORTHERN REGION,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,No,0,1,0,1,0,0,TOWNS,Arterial Highway,Undivided,Country,-37.294,144.951,-37.3;145.0,-37.294;144.951,,,
3403738,T20130019268,17/08/2013,23.00.00,Yes,Fall from or in moving vehicle,Saturday,FELL IN/FROM VEHICLE,Dark No street lights,Not at intersection,Other injury accident,Not known,142.23744,-36.754459999999995,Non-Intersection,HORSHAM,WESTERN REGION,5,2,0,0,2,3,0,4,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-36.754,142.237,-36.8;142.2,-36.754;142.237,,,
3403743,T20130019274,19/09/2013,08.30.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,Day,Not at intersection,Other injury accident,60 km/hr,144.29936,-36.738609999999994,Non-Intersection,BENDIGO,NORTHERN REGION,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,No,0,2,0,1,0,0,LARGE_PROVINCIAL_CITIES,Arterial Highway,Undivided,Country,-36.739,144.299,-36.7;144.3,-36.739;144.299,,,
3403754,T20130019712,24/09/2013,23.00.00,Yes,Collision with a fixed object,Tuesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Fatal accident,100 km/hr,143.32396,-35.0425,Non-Intersection,SWAN HILL,NORTHERN REGION,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-35.042,143.324,-35.0;143.3,-35.042;143.324,,,
3403783,T20130018916,12/09/2013,15.20.00,No,Collision with a fixed object,Thursday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Cross intersection,Other injury accident,100 km/hr,146.86893999999998,-37.95942,Intersection,WELLINGTON,EASTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.959,146.869,-38.0;146.9,-37.959;146.869,,,
3403785,T20130019283,19/09/2013,09.50.00,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),Day,T intersection,Serious injury accident,100 km/hr,144.60246999999998,-37.60886,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,0,0,2,0,0,0,0,0,1,0,No,0,2,1,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Metro,-37.609,144.602,-37.6;144.6,-37.609;144.602,,,
3403810,T20130019741,25/09/2013,11.30.00,No,No collision and no object struck,Wednesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Day,Not at intersection,Serious injury accident,100 km/hr,143.86871000000002,-36.19875,Non-Intersection,LODDON,NORTHERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.199,143.869,-36.2;143.9,-36.199;143.869,,,
3403839,T20130019308,19/09/2013,12.10.00,No,Collision with a fixed object,Thursday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,145.43184,-36.48915,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.489,145.432,-36.5;145.4,-36.489;145.432,,,
3403875,T20130020210,1/10/2013,13.00.00,No,Collision with vehicle,Monday,RIGHT NEAR (INTERSECTIONS ONLY),Day,T intersection,Serious injury accident,80 km/hr,145.4875,-38.07199,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,SMALL_CITIES,Arterial Other,Divided,Metro,-38.072,145.488,-38.1;145.5,-38.072;145.488,,,
3403884,T20130018960,9/09/2013,09.30.00,No,collision with some other object,Monday,STRUCK OBJECT ON CARRIAGEWAY,Day,Not at intersection,Other injury accident,60 km/hr,145.30037,-37.43776,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.438,145.300,-37.4;145.3,-37.438;145.300,,,
3403886,T20130018962,8/09/2013,15.10.00,No,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),Day,Not at intersection,Other injury accident,100 km/hr,145.50107,-37.17266,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,6,1,0,0,1,5,0,4,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.173,145.501,-37.2;145.5,-37.173;145.501,,,
3403896,T20130019358,20/09/2013,11.42.00,No,Collision with vehicle,Friday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,Day,Not at intersection,Other injury accident,50 km/hr,143.74024,-37.04419,Non-Intersection,CENTRAL GOLDFIELDS,WESTERN REGION,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,No,0,2,0,1,0,0,TOWNS,Arterial Other,Undivided,Country,-37.044,143.740,-37.0;143.7,-37.044;143.740,,,
3403897,T20130019362,20/09/2013,11.25.00,No,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),Day,Cross intersection,Other injury accident,50 km/hr,144.75772,-36.1359,Intersection,CAMPASPE,NORTHERN REGION,3,2,0,0,2,1,0,1,2,0,0,0,0,0,1,0,No,0,2,1,1,0,0,SMALL_CITIES,Local Road,Undivided,Country,-36.136,144.758,-36.1;144.8,-36.136;144.758,,,
3403901,T20130019371,6/09/2013,15.40.00,No,Collision with vehicle,Friday,RIGHT THROUGH,Day,Y intersection,Other injury accident,Not known,145.11471,-37.51461,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,No,0,2,0,1,0,0,TOWNS,Arterial Other,Undivided,Metro,-37.515,145.115,-37.5;145.1,-37.515;145.115,,,
3403902,T20130019769,22/09/2013,01.00.00,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,143.99695,-36.74504,Non-Intersection,LODDON,NORTHERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-36.745,143.997,-36.7;144.0,-36.745;143.997,,,
3403908,T20130019788,25/09/2013,18.13.00,Yes,Vehicle overturned (no collision),Wednesday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),Day,Not at intersection,Serious injury accident,100 km/hr,145.54973999999999,-38.26096,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Yes,0,1,0,0,1,0,RURAL_VICTORIA,Arterial Highway,Divided,Metro,-38.261,145.550,-38.3;145.5,-38.261;145.550,,,
3403913,T20130019800,24/09/2013,14.43.00,No,Collision with vehicle,Tuesday,RIGHT REAR.,Day,Not at intersection,Other injury accident,60 km/hr,145.13297,-37.02394,Non-Intersection,MITCHELL,NORTHERN REGION,3,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,TOWNS,Arterial Highway,Undivided,Country,-37.024,145.133,-37.0;145.1,-37.024;145.133,,,
3403914,T20130019803,21/09/2013,15.00.00,Yes,No collision and no object struck,Saturday,OFF CARRIAGEWAY ON RIGHT BEND,Day,Not at intersection,Serious injury accident,100 km/hr,144.40208,-37.4227,Non-Intersection,MACEDON RANGES,NORTHERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.423,144.402,-37.4;144.4,-37.423;144.402,,,
3403929,T20130018972,14/09/2013,20.25.00,Yes,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY ON RIGHT BEND,Dark No street lights,Not at intersection,Other injury accident,100 km/hr,144.64353,-36.2863,Non-Intersection,CAMPASPE,NORTHERN REGION,3,3,0,0,3,0,0,2,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.286,144.644,-36.3;144.6,-36.286;144.644,,,
3403939,T20130018994,15/09/2013,11.55.00,No,Collision with vehicle,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,100 km/hr,145.78633,-38.234809999999996,Non-Intersection,BAW BAW,EASTERN REGION,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,No,0,2,0,0,2,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-38.235,145.786,-38.2;145.8,-38.235;145.786,,,
3403952,T20130019390,20/09/2013,16.25.00,Yes,Collision with vehicle,Friday,U TURN,Day,Not at intersection,Other injury accident,60 km/hr,145.65256000000002,-35.91669,Non-Intersection,MOIRA,NORTH EASTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,TOWNS,Arterial Other,Undivided,Country,-35.917,145.653,-35.9;145.7,-35.917;145.653,,,
3403954,T20130019806,26/09/2013,06.22.00,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),Day,Not at intersection,Fatal accident,100 km/hr,146.99691,-38.172,Non-Intersection,WELLINGTON,EASTERN REGION,2,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,No,0,2,1,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-38.172,146.997,-38.2;147.0,-38.172;146.997,,,
3403984,T20130019002,15/09/2013,10.40.00,No,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Serious injury accident,100 km/hr,147.20436,-37.51562,Non-Intersection,WELLINGTON,EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.516,147.204,-37.5;147.2,-37.516;147.204,,,
3403987,T20130019006,15/09/2013,14.40.00,No,Collision with vehicle,Sunday,RIGHT REAR.,Day,Y intersection,Serious injury accident,100 km/hr,144.58452,-37.34359,Non-Intersection,MACEDON RANGES,NORTHERN REGION,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,1,Yes,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.344,144.585,-37.3;144.6,-37.344;144.585,,,
3403988,T20130019010,15/09/2013,16.45.00,Yes,Collision with vehicle,Sunday,RIGHT TURN SIDESWIPE,Day,Cross intersection,Serious injury accident,60 km/hr,143.55674,-35.33396,Intersection,SWAN HILL,NORTHERN REGION,2,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,No,0,2,0,1,1,0,TOWNS,Local Road,Divided,Country,-35.334,143.557,-35.3;143.6,-35.334;143.557,,,
3403989,T20130019012,19/08/2013,14.30.00,No,Collision with a fixed object,Monday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,100 km/hr,143.73058999999998,-36.97119,Non-Intersection,CENTRAL GOLDFIELDS,WESTERN REGION,2,2,0,0,2,0,0,1,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.971,143.731,-37.0;143.7,-36.971;143.731,,,
3404002,T20130019416,20/09/2013,19.25.00,Yes,Collision with vehicle,Friday,CROSS TRAFFIC(INTERSECTIONS ONLY),Dark No street lights,Cross intersection,Other injury accident,100 km/hr,145.43184,-36.34754,Intersection,SHEPPARTON,NORTH EASTERN REGION,4,3,0,0,3,1,0,2,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-36.348,145.432,-36.3;145.4,-36.348;145.432,,,
3404006,T20130019832,26/09/2013,09.15.00,No,Collision with vehicle,Thursday,HEAD ON (NOT OVERTAKING),Day,Not at intersection,Other injury accident,100 km/hr,145.72708,-38.23494,Non-Intersection,BAW BAW,EASTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,1,No,0,2,0,2,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-38.235,145.727,-38.2;145.7,-38.235;145.727,,,
3404016,T20130019860,26/09/2013,10.45.00,No,Vehicle overturned (no collision),Thursday,OFF CARRIAGEWAY ON LEFT BEND,Day,T intersection,Other injury accident,100 km/hr,141.71579,-37.53176,Intersection,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.532,141.716,-37.5;141.7,-37.532;141.716,,,
3404024,T20130020273,1/10/2013,08.20.00,No,Vehicle overturned (no collision),Tuesday,OFF CARRIAGEWAY TO LEFT,Day,Not at intersection,Serious injury accident,100 km/hr,145.44963,-37.211,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.211,145.450,-37.2;145.4,-37.211;145.450,,,
3404029,T20130020281,29/09/2013,12.00.00,No,collision with some other object,Sunday,STRUCK OBJECT ON CARRIAGEWAY,Day,Not at intersection,Serious injury accident,Camping grounds or off road,147.58388,-37.348279999999995,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,RURAL_VICTORIA,Local Road,Undivided,Country,-37.348,147.584,-37.3;147.6,-37.348;147.584,,,
3404031,T20130020288,1/10/2013,03.20.00,Yes,collision with some other object,Tuesday,STRUCK OBJECT ON CARRIAGEWAY,Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,143.74049,-37.87777,Non-Intersection,GOLDEN PLAINS,SOUTH WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.878,143.740,-37.9;143.7,-37.878;143.740,,,
3404047,T20130019435,20/09/2013,11.35.00,No,Collision with a fixed object,Friday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,100 km/hr,147.16619,-37.97875,Non-Intersection,WELLINGTON,EASTERN REGION,3,1,0,0,1,2,0,2,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.979,147.166,-38.0;147.2,-37.979;147.166,,,
3404057,T20130019450,21/09/2013,05.55.00,Yes,Collision with a fixed object,Saturday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,Dark Street lights on,Not at intersection,Fatal accident,60 km/hr,142.22835,-38.38466,Non-Intersection,MOYNE,SOUTH WESTERN REGION,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,TOWNS,Arterial Highway,Undivided,Country,-38.385,142.228,-38.4;142.2,-38.385;142.228,,,
3404075,T20130020300,1/10/2013,20.55.00,Yes,Collision with a fixed object,Tuesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,Dark No street lights,Not at intersection,Serious injury accident,100 km/hr,142.75874,-37.71195,Non-Intersection,ARARAT,WESTERN REGION,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.712,142.759,-37.7;142.8,-37.712;142.759,,,
3404080,T20130020306,2/10/2013,13.15.00,No,collision with some other object,Wednesday,STRUCK OBJECT ON CARRIAGEWAY,Day,T intersection,Other injury accident,100 km/hr,146.91902,-37.96559,Intersection,WELLINGTON,EASTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Other,Undivided,Country,-37.966,146.919,-38.0;146.9,-37.966;146.919,,,
3404083,T20130020310,2/10/2013,10.00.00,No,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),Day,Not at intersection,Other injury accident,100 km/hr,145.78339,-36.716879999999996,Non-Intersection,STRATHBOGIE,NORTH EASTERN REGION,2,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,No,0,2,0,2,0,0,RURAL_VICTORIA,Local Road,Undivided,Country,-36.717,145.783,-36.7;145.8,-36.717;145.783,,,
3404088,T20130017819,25/08/2013,13.00.00,No,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,Day,Not at intersection,Other injury accident,100 km/hr,145.5388,-38.414970000000004,Non-Intersection,BASS COAST,EASTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,SMALL_TOWNS,Local Road,Undivided,Country,-38.415,145.539,-38.4;145.5,-38.415;145.539,,,
3404093,T20130017829,29/08/2013,13.20.00,No,Vehicle overturned (no collision),Thursday,OFF CARRIAGEWAY TO LEFT,Day,Not at intersection,Other injury accident,100 km/hr,142.88302,-37.38015,Non-Intersection,ARARAT,WESTERN REGION,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,No,0,1,0,1,0,0,RURAL_VICTORIA,Arterial Highway,Undivided,Country,-37.380,142.883,-37.4;142.9,-37.380;142.883,,,
